Serial number,Part number,Event date,Terminal status,Visual inspection status,Location,Record date,Employee number
403-75029,TRA30311471I,8/23/2024 10:03,Deployed,OK,Eco 29,8/23/2024 9:59,77777
403-76030,TRA30311471I,8/23/2024 10:02,Deployed,OK,Eco 30,8/23/2024 9:59,77777
403-77031,TRA30311471I,8/23/2024 10:02,Deployed,OK,Eco 31,8/23/2024 9:59,77777
403-78032,TRA30311471I,8/23/2024 10:02,Deployed,OK,Eco 32,8/23/2024 9:59,77777
403-30001,TRA30311471I,8/19/2024 7:35,Deployed,OK,Ret 1,8/19/2024 7:32,11133
403-30002,TRA30311471I,8/19/2024 7:35,Deployed,OK,Ret 2,8/19/2024 7:32,11133
403-30003,TRA30311471I,8/19/2024 7:35,Deployed,OK,Ret 3,8/19/2024 7:31,11133
403-30004,TRA30311471I,8/19/2024 7:34,Deployed,OK,Ret 4,8/19/2024 7:31,11133
403-30005,TRA30311471I,8/19/2024 7:34,Deployed,OK,Ret 5,8/19/2024 7:31,11133
403-30006,TRA30311471I,8/19/2024 7:34,Deployed,OK,Ret 6,8/19/2024 7:31,11133
403-51001,TRA30311471I,8/19/2024 7:34,Deployed,OK,Eco 1,8/19/2024 7:30,11133
403-51002,TRA30311471I,8/19/2024 7:33,Deployed,OK,Eco 2,8/19/2024 7:30,11133
403-51003,TRA30311471I,8/19/2024 7:33,Deployed,OK,Eco 3,8/19/2024 7:30,11133
403-51004,TRA30311471I,8/19/2024 7:33,Deployed,OK,Eco 4,8/19/2024 7:30,11133
403-51005,TRA30311471I,8/19/2024 7:33,Deployed,OK,Eco 5,8/19/2024 7:30,11133
403-51006,TRA30311471I,8/19/2024 7:33,Deployed,OK,Eco 6,8/19/2024 7:30,11133
403-51007,TRA30311471I,8/19/2024 7:33,Deployed,OK,Eco 7,8/19/2024 7:29,11133
403-51008,TRA30311471I,8/19/2024 7:32,Deployed,OK,Eco 8,8/19/2024 7:29,11133
403-51009,TRA30311471I,8/19/2024 7:32,Deployed,OK,Eco 9,8/19/2024 7:29,11133
403-51010,TRA30311471I,8/19/2024 7:32,Deployed,OK,Eco 10,8/19/2024 7:29,11133
403-51011,TRA30311471I,8/19/2024 7:32,Deployed,OK,Eco 11,8/19/2024 7:29,11133
403-51012,TRA30311471I,8/19/2024 7:32,Deployed,OK,Eco 12,8/19/2024 7:29,11133
403-55013,TRA30311471I,8/19/2024 7:32,Deployed,OK,Eco 13,8/19/2024 7:29,11133
403-56014,TRA30311471I,8/19/2024 7:32,Deployed,OK,Eco 14,8/19/2024 7:28,11133
403-57015,TRA30311471I,8/19/2024 7:31,Deployed,OK,Eco 15,8/19/2024 7:28,11133
403-58016,TRA30311471I,8/19/2024 7:31,Deployed,OK,Eco 16,8/19/2024 7:28,11133
403-67017,TRA30311471I,8/19/2024 7:31,Deployed,OK,Eco 17,8/19/2024 7:28,11133
403-68018,TRA30311471I,8/19/2024 7:31,Deployed,OK,Eco 18,8/19/2024 7:28,11133
403-69019,TRA30311471I,8/19/2024 7:31,Deployed,OK,Eco 19,8/19/2024 7:28,11133
403-70020,TRA30311471I,8/19/2024 7:30,Deployed,OK,Eco 20,8/19/2024 7:27,11133
403-71021,TRA30311471I,8/19/2024 7:30,Deployed,OK,Eco 21,8/19/2024 7:27,11133
403-72022,TRA30311471I,8/19/2024 7:30,Deployed,OK,Eco 22,8/19/2024 7:27,11133
403-73023,TRA30311471I,8/19/2024 7:30,Deployed,OK,Eco 23,8/19/2024 7:26,11133
403-74024,TRA30311471I,8/19/2024 7:29,Deployed,OK,Eco 24,8/19/2024 7:26,11133
403-159025,TRA30311471I,8/19/2024 7:29,Deployed,OK,Eco 25,8/19/2024 7:26,11133
403-160226,TRA30311471I,8/19/2024 7:29,Deployed,OK,Eco 26,8/19/2024 7:26,11133
403-161027,TRA30311471I,8/19/2024 7:29,Deployed,OK,Eco 27,8/19/2024 7:26,11133
403-162028,TRA30311471I,8/19/2024 7:28,Deployed,OK,Eco 28,8/19/2024 7:25,11133
403-75029,TRA30311471I,8/19/2024 7:28,Deployed,OK,Eco 29,8/19/2024 7:25,11133
403-76030,TRA30311471I,8/19/2024 7:28,Deployed,OK,Eco 30,8/19/2024 7:25,11133
403-77031,TRA30311471I,8/19/2024 7:28,Deployed,OK,Eco 31,8/19/2024 7:25,11133
403-10001,TRA30311471I,8/19/2024 7:28,Deployed,OK,Kiosk 1,8/19/2024 7:24,11133
403-20002,TRA30311471I,8/19/2024 7:27,Deployed,OK,Kiosk 2,8/19/2024 7:24,11133
403-30003,TRA30311471I,8/19/2024 7:27,Deployed,OK,Kiosk 3,8/19/2024 7:24,11133
403-40004,TRA30311471I,8/19/2024 7:27,Deployed,OK,Kiosk 4,8/19/2024 7:24,11133
403-50005,TRA30311471I,8/19/2024 7:27,Deployed,OK,Kiosk 5,8/19/2024 7:24,11133
403-60006,TRA30311471I,8/19/2024 7:26,Deployed,OK,Kiosk 6,8/19/2024 7:23,11133
403-70007,TRA30311471I,8/19/2024 7:26,Deployed,OK,Kiosk 7,8/19/2024 7:23,11133
403-80008,TRA30311471I,8/19/2024 7:26,Deployed,OK,Kiosk 8,8/19/2024 7:23,11133
403-90009,TRA30311471I,8/19/2024 7:26,Deployed,OK,Kiosk 9,8/19/2024 7:23,11133
403-100011,TRA30311471I,8/19/2024 7:23,Deployed,OK,COW 1,8/19/2024 7:20,11133
403-100012,TRA30311471I,8/19/2024 7:23,Deployed,OK,COW 2,8/19/2024 7:19,11133
403-100013,TRA30311471I,8/19/2024 7:22,Deployed,OK,FOO 1,8/19/2024 7:18,11133
403-100014,TRA30311471I,8/19/2024 7:21,Deployed,OK,FOO 2,8/19/2024 7:18,11133
403-100015,TRA30311471I,8/19/2024 7:21,Deployed,OK,FOO 3,8/19/2024 7:18,11133
403-100016,TRA30311471I,8/19/2024 7:21,Deployed,OK,FOO 4,8/19/2024 7:18,11133
403-200013,TRA30311471I,8/19/2024 7:19,Deployed,OK,HFB 1,8/19/2024 7:16,11133
403-200014,TRA30311471I,8/19/2024 7:18,Deployed,OK,HFB 2,8/19/2024 7:15,11133
403-200015,TRA30311471I,8/19/2024 7:16,Deployed,OK,HFB 3,8/19/2024 7:13,11133
403-51001,TRA30311471I,8/15/2024 7:46,Deployed,OK,Eco 1,8/15/2024 7:43,11122
403-51002,TRA30311471I,8/15/2024 7:43,Deployed,OK,Eco 2,8/15/2024 7:47,11122
403-51003,TRA30311471I,8/15/2024 7:43,Deployed,OK,Eco 3,8/15/2024 7:47,11122
403-51004,TRA30311471I,8/15/2024 7:43,Deployed,OK,Eco 4,8/15/2024 7:45,11122
403-51005,TRA30311471I,8/15/2024 7:43,Deployed,OK,Eco 5,8/15/2024 7:40,11122
403-51006,TRA30311471I,8/15/2024 7:43,Deployed,OK,Eco 6,8/15/2024 7:40,11122
403-51007,TRA30311471I,8/15/2024 7:43,Deployed,OK,Eco 7,8/15/2024 7:39,11122
403-51008,TRA30311471I,8/15/2024 7:42,Deployed,OK,Eco 8,8/15/2024 7:39,11122
403-51009,TRA30311471I,8/15/2024 7:42,Deployed,OK,Eco 9,8/15/2024 7:39,11122
403-51010,TRA30311471I,8/15/2024 7:42,Deployed,OK,Eco 10,8/15/2024 7:39,11122
403-51011,TRA30311471I,8/15/2024 7:42,Deployed,OK,Eco 11,8/15/2024 7:39,11122
403-51012,TRA30311471I,8/15/2024 7:41,Deployed,OK,Eco 12,8/15/2024 7:38,11122
403-55013,TRA30311471I,8/15/2024 7:41,Deployed,OK,Eco 13,8/15/2024 7:38,11122
403-56014,TRA30311471I,8/15/2024 7:41,Deployed,OK,Eco 14,8/15/2024 7:38,11122
403-57015,TRA30311471I,8/15/2024 7:41,Deployed,OK,Eco 15,8/15/2024 7:37,11122
403-58016,TRA30311471I,8/15/2024 7:40,Deployed,OK,Eco 16,8/15/2024 7:37,11122
403-67017,TRA30311471I,8/15/2024 7:40,Deployed,OK,Eco 17,8/15/2024 7:37,11122
403-68018,TRA30311471I,8/15/2024 7:40,Deployed,OK,Eco 18,8/15/2024 7:37,11122
403-69019,TRA30311471I,8/15/2024 7:40,Deployed,OK,Eco 19,8/15/2024 7:37,11122
403-10001,TRA30311471I,8/15/2024 7:39,Deployed,OK,Kiosk 1,8/15/2024 7:36,11122
403-20002,TRA30311471I,8/15/2024 7:39,Deployed,OK,Kiosk 2,8/15/2024 7:36,11122
403-30003,TRA30311471I,8/15/2024 7:39,Deployed,OK,Kiosk 3,8/15/2024 7:35,11122
403-40004,TRA30311471I,8/15/2024 7:38,Deployed,OK,Kiosk 4,8/15/2024 7:35,11122
403-50005,TRA30311471I,8/15/2024 7:38,Deployed,OK,Kiosk 5,8/15/2024 7:35,11122
403-60006,TRA30311471I,8/15/2024 7:38,Deployed,OK,Kiosk 6,8/15/2024 7:35,11122
403-70007,TRA30311471I,8/15/2024 7:38,Deployed,OK,Kiosk 7,8/15/2024 7:34,11122
403-80008,TRA30311471I,8/15/2024 7:37,Deployed,OK,Kiosk 8,8/15/2024 7:34,11122
403-90009,TRA30311471I,8/15/2024 7:37,Deployed,OK,Kiosk 9,8/15/2024 7:34,11122
403-30001,TRA30311471I,8/15/2024 7:37,Deployed,OK,Ret 1,8/15/2024 7:34,11122
403-30002,TRA30311471I,8/15/2024 7:37,Deployed,OK,Ret 2,8/15/2024 7:34,11122
403-30003,TRA30311471I,8/15/2024 7:37,Deployed,OK,Ret 3,8/15/2024 7:33,11122
403-30004,TRA30311471I,8/15/2024 7:36,Deployed,OK,Ret 4,8/15/2024 7:33,11122
403-30005,TRA30311471I,8/15/2024 7:36,Deployed,OK,Ret 5,8/15/2024 7:33,11122
403-30006,TRA30311471I,8/15/2024 7:36,Deployed,OK,Ret 6,8/15/2024 7:33,11122
403-100011,TRA30311471I,8/15/2024 7:33,Deployed,OK,COW 1,8/15/2024 7:30,11122
403-100012,TRA30311471I,8/15/2024 7:33,Deployed,OK,COW 2,8/15/2024 7:30,11122
403-200013,TRA30311471I,8/15/2024 7:31,Deployed,OK,HFB 1,8/15/2024 7:44,11122
403-200014,TRA30311471I,8/15/2024 7:30,Deployed,OK,HFB 2,8/15/2024 7:44,11122
403-200015,TRA30311471I,8/15/2024 7:30,Deployed,OK,HFB 3,8/15/2024 7:44,11122
403-200016,TRA30311471I,8/15/2024 7:28,Deployed,OK,HFB 4,8/15/2024 7:25,11122
403-100013,TRA30311471I,8/15/2024 7:27,Deployed,OK,FOO 1,8/15/2024 7:23,11122
403-100014,TRA30311471I,8/15/2024 7:26,Deployed,OK,FOO 2,8/15/2024 7:23,11122
403-100015,TRA30311471I,8/15/2024 7:26,Deployed,OK,FOO 3,8/15/2024 7:23,11122
403-51001,TRA30311471I,8/12/2024 7:37,Deployed,OK,Eco 1,8/12/2024 7:34,22222
403-51002,TRA30311471I,8/12/2024 7:36,Deployed,OK,Eco 2,8/12/2024 7:33,22222
403-51003,TRA30311471I,8/12/2024 7:36,Deployed,OK,Eco 3,8/12/2024 7:33,22222
403-51004,TRA30311471I,8/12/2024 7:36,Deployed,OK,Eco 4,8/12/2024 7:33,22222
403-51005,TRA30311471I,8/12/2024 7:36,Deployed,OK,Eco 5,8/12/2024 7:32,22222
403-51006,TRA30311471I,8/12/2024 7:35,Deployed,OK,Eco 6,8/12/2024 7:32,22222
403-51007,TRA30311471I,8/12/2024 7:35,Deployed,OK,Eco 7,8/12/2024 7:32,22222
403-51008,TRA30311471I,8/12/2024 7:35,Deployed,OK,Eco 8,8/12/2024 7:32,22222
403-51009,TRA30311471I,8/12/2024 7:35,Deployed,OK,Eco 9,8/12/2024 7:32,22222
403-51010,TRA30311471I,8/12/2024 7:34,Deployed,OK,Eco 10,8/12/2024 7:31,22222
403-51011,TRA30311471I,8/12/2024 7:34,Deployed,OK,Eco 11,8/12/2024 7:31,22222
403-51012,TRA30311471I,8/12/2024 7:33,Deployed,OK,Eco 12,8/12/2024 7:30,22222
403-55013,TRA30311471I,8/12/2024 7:33,Deployed,OK,Eco 13,8/12/2024 7:30,22222
403-56014,TRA30311471I,8/12/2024 7:33,Deployed,OK,Eco 14,8/12/2024 7:30,22222
403-57015,TRA30311471I,8/12/2024 7:33,Deployed,OK,Eco 15,8/12/2024 7:30,22222
403-58016,TRA30311471I,8/12/2024 7:30,Deployed,OK,Eco 16,8/12/2024 7:27,22222
403-67017,TRA30311471I,8/12/2024 7:29,Deployed,OK,Eco 17,8/12/2024 7:26,22222
403-68018,TRA30311471I,8/12/2024 7:29,Deployed,OK,Eco 18,8/12/2024 7:26,22222
403-69019,TRA30311471I,8/12/2024 7:29,Deployed,OK,Eco 19,8/12/2024 7:26,22222
403-70020,TRA30311471I,8/12/2024 7:28,Deployed,OK,Eco 20,8/12/2024 7:25,22222
403-71021,TRA30311471I,8/12/2024 7:28,Deployed,OK,Eco 21,8/12/2024 7:25,22222
403-72022,TRA30311471I,8/12/2024 7:28,Deployed,OK,Eco 22,8/12/2024 7:25,22222
403-73023,TRA30311471I,8/12/2024 7:28,Deployed,OK,Eco 23,8/12/2024 7:25,22222
403-74024,TRA30311471I,8/12/2024 7:28,Deployed,OK,Eco 24,8/12/2024 7:25,22222
403-159025,TRA30311471I,8/12/2024 7:27,Deployed,OK,Eco 25,8/12/2024 7:24,22222
403-160226,TRA30311471I,8/12/2024 7:27,Deployed,OK,Eco 26,8/12/2024 7:24,22222
403-161027,TRA30311471I,8/12/2024 7:27,Deployed,OK,Eco 27,8/12/2024 7:24,22222
403-162028,TRA30311471I,8/12/2024 7:27,Deployed,OK,Eco 28,8/12/2024 7:24,22222
403-75029,TRA30311471I,8/12/2024 7:27,Deployed,OK,Eco 29,8/12/2024 7:24,22222
403-76030,TRA30311471I,8/12/2024 7:27,Deployed,OK,Eco 30,8/12/2024 7:23,22222
403-77031,TRA30311471I,8/12/2024 7:26,Deployed,OK,Eco 31,8/12/2024 7:23,22222
403-10001,TRA30311471I,8/12/2024 7:26,Deployed,OK,Kiosk 1,8/12/2024 7:23,22222
403-20002,TRA30311471I,8/12/2024 7:26,Deployed,OK,Kiosk 2,8/12/2024 7:23,22222
403-30003,TRA30311471I,8/12/2024 7:25,Deployed,OK,Kiosk 3,8/12/2024 7:22,22222
403-40004,TRA30311471I,8/12/2024 7:25,Deployed,OK,Kiosk 4,8/12/2024 7:22,22222
403-50005,TRA30311471I,8/12/2024 7:25,Deployed,OK,Kiosk 5,8/12/2024 7:22,22222
403-10001,TRA30311471I,8/12/2024 7:25,Deployed,OK,Kiosk 1,8/12/2024 7:22,22222
403-20002,TRA30311471I,8/12/2024 7:25,Deployed,OK,Kiosk 2,8/12/2024 7:22,22222
403-30003,TRA30311471I,8/12/2024 7:24,Deployed,OK,Kiosk 3,8/12/2024 7:21,22222
403-40004,TRA30311471I,8/12/2024 7:24,Deployed,OK,Kiosk 4,8/12/2024 7:21,22222
403-100011,TRA30311471I,8/12/2024 7:24,Deployed,OK,COW 1,8/12/2024 7:20,22222
403-100012,TRA30311471I,8/12/2024 7:23,Deployed,OK,COW 2,8/12/2024 7:20,22222
403-100013,TRA30311471I,8/12/2024 7:23,Deployed,OK,FOO 1,8/12/2024 7:19,22222
403-100014,TRA30311471I,8/12/2024 7:22,Deployed,OK,FOO 2,8/12/2024 7:19,22222
403-100015,TRA30311471I,8/12/2024 7:22,Deployed,OK,FOO 3,8/12/2024 7:19,22222
403-100016,TRA30311471I,8/12/2024 7:22,Deployed,OK,FOO 4,8/12/2024 7:19,22222
403-200013,TRA30311471I,8/12/2024 7:21,Deployed,OK,HFB 1,8/12/2024 7:18,22222
403-200014,TRA30311471I,8/12/2024 7:20,Deployed,OK,HFB 2,8/12/2024 7:17,22222
403-200015,TRA30311471I,8/12/2024 7:18,Deployed,OK,HFB 3,8/12/2024 7:15,22222
403-30001,TRA30311471I,8/9/2024 7:36,Deployed,OK,Ret 1,8/9/2024 7:33,22222
403-30002,TRA30311471I,8/9/2024 7:35,Deployed,OK,Ret 2,8/9/2024 7:32,22222
403-30003,TRA30311471I,8/9/2024 7:35,Deployed,OK,Ret 3,8/9/2024 7:32,22222
403-30004,TRA30311471I,8/9/2024 7:35,Deployed,OK,Ret 4,8/9/2024 7:32,22222
403-30005,TRA30311471I,8/9/2024 7:35,Deployed,OK,Ret 5,8/9/2024 7:32,22222
403-30006,TRA30311471I,8/9/2024 7:35,Deployed,OK,Ret 6,8/9/2024 7:32,22222
403-51001,TRA30311471I,8/9/2024 7:34,Deployed,OK,Eco 1,8/9/2024 7:31,22222
403-51002,TRA30311471I,8/9/2024 7:34,Deployed,OK,Eco 2,8/9/2024 7:31,22222
403-51003,TRA30311471I,8/9/2024 7:34,Deployed,OK,Eco 3,8/9/2024 7:31,22222
403-51004,TRA30311471I,8/9/2024 7:33,Deployed,OK,Eco 4,8/9/2024 7:30,22222
403-51005,TRA30311471I,8/9/2024 7:33,Deployed,OK,Eco 5,8/9/2024 7:30,22222
403-51006,TRA30311471I,8/9/2024 7:33,Deployed,OK,Eco 6,8/9/2024 7:30,22222
403-51007,TRA30311471I,8/9/2024 7:33,Deployed,OK,Eco 7,8/9/2024 7:30,22222
403-51008,TRA30311471I,8/9/2024 7:33,Deployed,OK,Eco 8,8/9/2024 7:30,22222
403-51009,TRA30311471I,8/9/2024 7:33,Deployed,OK,Eco 9,8/9/2024 7:30,22222
403-51010,TRA30311471I,8/9/2024 7:32,Deployed,OK,Eco 10,8/9/2024 7:29,22222
403-51011,TRA30311471I,8/9/2024 7:32,Deployed,OK,Eco 11,8/9/2024 7:29,22222
403-51012,TRA30311471I,8/9/2024 7:31,Deployed,OK,Eco 12,8/9/2024 7:28,22222
403-55013,TRA30311471I,8/9/2024 7:31,Deployed,OK,Eco 13,8/9/2024 7:28,22222
403-56014,TRA30311471I,8/9/2024 7:31,Deployed,OK,Eco 14,8/9/2024 7:28,22222
403-57015,TRA30311471I,8/9/2024 7:30,Deployed,OK,Eco 15,8/9/2024 7:27,22222
403-58016,TRA30311471I,8/9/2024 7:28,Deployed,OK,Eco 16,8/9/2024 7:25,22222
403-67017,TRA30311471I,8/9/2024 7:28,Deployed,OK,Eco 17,8/9/2024 7:25,22222
403-68018,TRA30311471I,8/9/2024 7:27,Deployed,OK,Eco 18,8/9/2024 7:24,22222
403-69019,TRA30311471I,8/9/2024 7:27,Deployed,OK,Eco 19,8/9/2024 7:24,22222
403-70020,TRA30311471I,8/9/2024 7:27,Deployed,OK,Eco 20,8/9/2024 7:24,22222
403-71021,TRA30311471I,8/9/2024 7:27,Deployed,OK,Eco 21,8/9/2024 7:24,22222
403-72022,TRA30311471I,8/9/2024 7:26,Deployed,OK,Eco 22,8/9/2024 7:23,22222
403-73023,TRA30311471I,8/9/2024 7:26,Deployed,OK,Eco 23,8/9/2024 7:23,22222
403-74024,TRA30311471I,8/9/2024 7:26,Deployed,OK,Eco 24,8/9/2024 7:23,22222
403-159025,TRA30311471I,8/9/2024 7:26,Deployed,OK,Eco 25,8/9/2024 7:23,22222
403-160226,TRA30311471I,8/9/2024 7:26,Deployed,OK,Eco 26,8/9/2024 7:23,22222
403-161027,TRA30311471I,8/9/2024 7:26,Deployed,OK,Eco 27,8/9/2024 7:23,22222
403-162028,TRA30311471I,8/9/2024 7:25,Deployed,OK,Eco 28,8/9/2024 7:22,22222
403-75029,TRA30311471I,8/9/2024 7:24,Deployed,OK,Eco 29,8/9/2024 7:21,22222
403-76030,TRA30311471I,8/9/2024 7:24,Deployed,OK,Eco 30,8/9/2024 7:21,22222
403-77031,TRA30311471I,8/9/2024 7:24,Deployed,OK,Eco 31,8/9/2024 7:21,22222
403-10001,TRA30311471I,8/9/2024 7:24,Deployed,OK,Kiosk 1,8/9/2024 7:21,22222
403-20002,TRA30311471I,8/9/2024 7:24,Deployed,OK,Kiosk 2,8/9/2024 7:20,22222
403-30003,TRA30311471I,8/9/2024 7:23,Deployed,OK,Kiosk 3,8/9/2024 7:20,22222
403-40004,TRA30311471I,8/9/2024 7:23,Deployed,OK,Kiosk 4,8/9/2024 7:20,22222
403-50005,TRA30311471I,8/9/2024 7:23,Deployed,OK,Kiosk 5,8/9/2024 7:20,22222
403-60006,TRA30311471I,8/9/2024 7:23,Deployed,OK,Kiosk 6,8/9/2024 7:20,22222
403-70007,TRA30311471I,8/9/2024 7:23,Deployed,OK,Kiosk 7,8/9/2024 7:19,22222
403-80008,TRA30311471I,8/9/2024 7:22,Deployed,OK,Kiosk 8,8/9/2024 7:19,22222
403-90009,TRA30311471I,8/9/2024 7:22,Deployed,OK,Kiosk 9,8/9/2024 7:19,22222
403-100011,TRA30311471I,8/9/2024 7:10,Deployed,OK,COW 1,8/9/2024 7:07,22222
403-100012,TRA30311471I,8/9/2024 7:09,Deployed,OK,COW 2,8/9/2024 7:06,22222
403-100013,TRA30311471I,8/9/2024 7:08,Deployed,OK,FOO 1,8/9/2024 7:05,22222
403-100014,TRA30311471I,8/9/2024 7:08,Deployed,OK,FOO 2,8/9/2024 7:05,22222
403-100015,TRA30311471I,8/9/2024 7:08,Deployed,OK,FOO 3,8/9/2024 7:05,22222
403-100016,TRA30311471I,8/9/2024 7:08,Deployed,OK,FOO 4,8/9/2024 7:05,22222
403-200013,TRA30311471I,8/9/2024 7:07,Deployed,OK,HFB 1,8/9/2024 7:04,22222
403-200014,TRA30311471I,8/9/2024 7:05,Deployed,OK,HFB 2,8/9/2024 7:02,22222
403-200015,TRA30311471I,8/9/2024 7:03,Deployed,OK,HFB 3,8/9/2024 6:59,22222
403-51001,TRA30311471I,8/5/2024 7:34,Deployed,OK,Eco 1,8/5/2024 7:31,11133
403-51002,TRA30311471I,8/5/2024 7:34,Deployed,OK,Eco 2,8/5/2024 7:31,11133
403-51003,TRA30311471I,8/5/2024 7:34,Deployed,OK,Eco 3,8/5/2024 7:31,11133
403-51004,TRA30311471I,8/5/2024 7:33,Deployed,OK,Eco 4,8/5/2024 7:31,11133
403-51005,TRA30311471I,8/5/2024 7:33,Deployed,OK,Eco 5,8/5/2024 7:32,11133
403-51006,TRA30311471I,8/5/2024 7:33,Deployed,OK,Eco 6,8/5/2024 7:30,11133
403-51007,TRA30311471I,8/5/2024 7:33,Deployed,OK,Eco 7,8/5/2024 7:30,11133
403-51008,TRA30311471I,8/5/2024 7:33,Deployed,OK,Eco 8,8/5/2024 7:30,11133
403-51009,TRA30311471I,8/5/2024 7:33,Deployed,OK,Eco 9,8/5/2024 7:30,11133
403-51010,TRA30311471I,8/5/2024 7:33,Deployed,OK,Eco 10,8/5/2024 7:30,11133
403-51011,TRA30311471I,8/5/2024 7:33,Deployed,OK,Eco 11,8/5/2024 7:30,11133
403-51012,TRA30311471I,8/5/2024 7:28,Deployed,OK,Eco 12,8/5/2024 7:25,11133
403-55013,TRA30311471I,8/5/2024 7:27,Deployed,OK,Eco 13,8/5/2024 7:24,11133
403-56014,TRA30311471I,8/5/2024 7:27,Deployed,OK,Eco 14,8/5/2024 7:24,11133
403-57015,TRA30311471I,8/5/2024 7:27,Deployed,OK,Eco 15,8/5/2024 7:24,11133
403-58016,TRA30311471I,8/5/2024 7:26,Deployed,OK,Eco 16,8/5/2024 7:23,11133
403-67017,TRA30311471I,8/5/2024 7:26,Deployed,OK,Eco 17,8/5/2024 7:23,11133
403-68018,TRA30311471I,8/5/2024 7:26,Deployed,OK,Eco 18,8/5/2024 7:23,11133
403-69019,TRA30311471I,8/5/2024 7:26,Deployed,OK,Eco 19,8/5/2024 7:23,11133
403-70020,TRA30311471I,8/5/2024 7:25,Deployed,OK,Eco 20,8/5/2024 7:22,11133
403-71021,TRA30311471I,8/5/2024 7:25,Deployed,OK,Eco 21,8/5/2024 7:22,11133
403-72022,TRA30311471I,8/5/2024 7:24,Deployed,OK,Eco 22,8/5/2024 7:21,11133
403-73023,TRA30311471I,8/5/2024 7:24,Deployed,OK,Eco 23,8/5/2024 7:21,11133
403-74024,TRA30311471I,8/5/2024 7:24,Deployed,OK,Eco 24,8/5/2024 7:21,11133
403-159025,TRA30311471I,8/5/2024 7:23,Deployed,OK,Eco 25,8/5/2024 7:20,11133
403-160226,TRA30311471I,8/5/2024 7:23,Deployed,OK,Eco 26,8/5/2024 7:20,11133
403-161027,TRA30311471I,8/5/2024 7:23,Deployed,OK,Eco 27,8/5/2024 7:20,11133
403-162028,TRA30311471I,8/5/2024 7:23,Deployed,OK,Eco 28,8/5/2024 7:20,11133
403-75029,TRA30311471I,8/5/2024 7:23,Deployed,OK,Eco 29,8/5/2024 7:20,11133
403-76030,TRA30311471I,8/5/2024 7:22,Deployed,OK,Eco 30,8/5/2024 7:19,11133
403-77031,TRA30311471I,8/5/2024 7:22,Deployed,OK,Eco 31,8/5/2024 7:19,11133
403-10001,TRA30311471I,8/5/2024 7:22,Deployed,OK,Kiosk 1,8/5/2024 7:19,11133
403-20002,TRA30311471I,8/5/2024 7:22,Deployed,OK,Kiosk 2,8/5/2024 7:19,11133
403-30003,TRA30311471I,8/5/2024 7:21,Deployed,OK,Kiosk 3,8/5/2024 7:18,11133
403-40004,TRA30311471I,8/5/2024 7:21,Deployed,OK,Kiosk 4,8/5/2024 7:18,11133
403-50005,TRA30311471I,8/5/2024 7:20,Deployed,OK,Kiosk 5,8/5/2024 7:18,11133
403-60006,TRA30311471I,8/5/2024 7:20,Deployed,OK,Kiosk 6,8/5/2024 7:17,11133
403-70007,TRA30311471I,8/5/2024 7:20,Deployed,OK,Kiosk 7,8/5/2024 7:17,11133
403-80008,TRA30311471I,8/5/2024 7:20,Deployed,OK,Kiosk 8,8/5/2024 7:17,11133
403-90009,TRA30311471I,8/5/2024 7:20,Deployed,OK,Kiosk 9,8/5/2024 7:17,11133
403-100011,TRA30311471I,8/5/2024 7:19,Deployed,OK,COW 1,8/5/2024 7:31,11133
403-100012,TRA30311471I,8/5/2024 7:19,Deployed,OK,COW 2,8/5/2024 7:31,11133
403-100013,TRA30311471I,8/5/2024 7:18,Deployed,OK,FOO 1,8/5/2024 7:15,11133
403-100014,TRA30311471I,8/5/2024 7:18,Deployed,OK,FOO 2,8/5/2024 7:15,11133
403-100015,TRA30311471I,8/5/2024 7:17,Deployed,OK,FOO 3,8/5/2024 7:15,11133
403-100016,TRA30311471I,8/5/2024 7:17,Deployed,OK,FOO 4,8/5/2024 7:14,11133
403-200013,TRA30311471I,8/5/2024 7:16,Deployed,OK,HFB 1,8/5/2024 7:31,11133
403-200014,TRA30311471I,8/5/2024 7:15,Deployed,OK,HFB 2,8/5/2024 7:12,11133
403-200015,TRA30311471I,8/5/2024 7:14,Deployed,OK,HFB 3,8/5/2024 7:11,11133
403-30001,TRA30311471I,8/2/2024 8:15,Deployed,OK,Ret 1,8/2/2024 8:12,22222
403-30002,TRA30311471I,8/2/2024 8:13,Deployed,OK,Ret 2,8/2/2024 8:10,22222
403-30003,TRA30311471I,8/2/2024 8:12,Deployed,OK,Ret 3,8/2/2024 8:10,22222
403-30004,TRA30311471I,8/2/2024 8:12,Deployed,OK,Ret 4,8/2/2024 8:09,22222
403-30005,TRA30311471I,8/2/2024 8:12,Deployed,OK,Ret 5,8/2/2024 8:09,22222
403-30006,TRA30311471I,8/2/2024 8:12,Deployed,OK,Ret 6,8/2/2024 8:09,22222
403-51001,TRA30311471I,8/2/2024 7:56,Deployed,OK,Eco 1,8/2/2024 7:53,22222
403-51002,TRA30311471I,8/2/2024 7:56,Deployed,OK,Eco 2,8/2/2024 7:53,22222
403-51003,TRA30311471I,8/2/2024 7:55,Deployed,OK,Eco 3,8/2/2024 7:53,22222
403-51004,TRA30311471I,8/2/2024 7:55,Deployed,OK,Eco 4,8/2/2024 7:52,22222
403-51005,TRA30311471I,8/2/2024 7:55,Deployed,OK,Eco 5,8/2/2024 7:52,22222
